Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,12,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),80.54,939.54,Yes
Male,0,Yes,No,37,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.7,2208.37,No
Female,1,No,No,38,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,45.58,1747.19,No
Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.29,1173.86,Yes
Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),82.82,599.89,Yes
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,102.72,5067.49,Yes
Male,0,No,No,65,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,87.03,5703.12,Yes
Female,1,Yes,No,67,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.9,2600.08,No
Male,1,No,Yes,44,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),72.69,3051.68,No
Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.43,1692.25,No
Female,0,No,No,43,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,36.65,1504.43,No
Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,18,861.29,No
Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,120,7383.42,Yes
Female,1,No,No,10,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,48.23,460.34,No
Male,0,Yes,Yes,29,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.21,1702.4,No
Male,0,No,No,48,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),71.59,3431.35,No
Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,68.35,4364.48,No
Male,0,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,No,Mailed check,18,237,No
Male,1,No,Yes,44,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.03,2536.91,No
Female,0,Yes,No,47,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,118.13,5767.28,Yes
Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),58.64,3909.63,No
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,114.05,5938.84,Yes
Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,65.94,2935.02,No
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,54.47,1523.99,No
Male,0,Yes,No,2,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.33,144.79,Yes
Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.13,3772.71,No
Male,1,No,Yes,57,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.46,3902.84,No
Male,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.54,1567.76,No
Female,0,Yes,No,58,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.08,1375.07,No
Male,1,No,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.84,4375.41,Yes
Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),67.85,2023.45,Yes
Female,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.93,4115.95,Yes
Female,0,Yes,No,48,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,64,3182.47,No
Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),19.58,659.23,No
Male,0,No,No,9,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.67,681.18,Yes
Female,1,Yes,Yes,48,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,67.28,3216.18,No
Female,0,No,Yes,67,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.07,3477.21,No
Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,No,Mailed check,83.55,2979.58,No
Male,0,No,Yes,71,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,79.93,5743.25,No
Female,0,No,No,44,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,29.09,1268.01,No
Male,0,No,No,60,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.96,2949.82,No
Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,97.83,5920.78,Yes
Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),35.61,185.61,No
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,59.83,2279.46,No
Female,1,No,No,19,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),71.82,1310.74,Yes
Female,0,No,Yes,47,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),30.38,1420.05,No
Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,62.05,3937.63,No
Male,0,No,No,67,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,61.06,4052.5,No
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),55.3,957.32,Yes
Male,0,No,No,50,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),19.08,918.79,No
Male,0,No,Yes,30,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,64.99,2008.32,No
Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,46.44,3144.46,No
Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.97,465.66,Yes
Male,1,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),77.47,3308.33,Yes
Female,1,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),41.69,210.73,No
Male,1,No,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,53.14,2713.69,No
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),68.75,3977.31,No
Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,53.09,414.95,Yes
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),19.55,615.97,No
Female,0,Yes,No,12,No,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),73.77,873.85,Yes
Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,80.79,1648.91,Yes
Male,0,Yes,No,62,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.23,5358.84,Yes
Male,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,93.16,3155.22,Yes
Female,0,Yes,Yes,26,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,40.15,1041.37,No
Male,0,No,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),88.54,3470.72,Yes
Female,0,No,Yes,65,No,No,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Electronic check,30.75,2065.08,No
Male,0,No,No,59,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,75.71,4637.37,No
Male,0,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,43.74,651.72,No
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,77.55,77.55,Yes
Male,0,No,No,11,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),19.76,219.81,No
Female,0,Yes,Yes,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.28,4272.8,Yes
Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Two year,No,Electronic check,41.4,84.38,No
Male,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,79.49,5312.7,No
Male,0,No,No,44,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,76.18,3317.54,Yes
Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.56,1185.1,Yes
Female,1,No,No,22,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.43,1392.6,Yes
Female,0,Yes,Yes,18,No,No,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,29.99,547.23,No
Female,0,No,No,47,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,109.71,5037.25,Yes
Female,0,Yes,No,30,No,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),61.1,1826.38,No
Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,61.03,603.36,Yes
Female,0,No,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.55,5978.98,Yes
Male,0,Yes,No,62,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),38.33,2378.45,No
Male,0,No,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,63.58,379.94,Yes
Female,1,Yes,No,67,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.09,4754.33,No
Male,0,No,No,41,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,58.05,2321,No
Female,0,Yes,Yes,43,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,73.2,3057.78,Yes
Male,0,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,47.56,882.99,No
Female,0,Yes,Yes,58,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),62.95,3724.92,No
Female,0,Yes,No,60,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.94,4249,No
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),106.01,2754.45,Yes
Female,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.69,7583.7,Yes
Female,0,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.08,1553.41,Yes
Male,0,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,100.98,2510.09,Yes
Female,1,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,43.25,1797.84,No
Male,0,Yes,No,66,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,120,8182.87,Yes
Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),57.66,2201.09,No
Female,0,No,No,6,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.02,396.45,Yes
Female,0,No,No,18,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.96,1515.44,Yes
Male,0,No,No,30,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.58,2596.95,Yes
Male,0,No,Yes,21,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.86,1246.54,Yes
Female,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,18,1120.09,No
Male,0,No,Yes,10,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Credit card (automatic),84.68,824.17,Yes
Male,0,No,Yes,13,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,37.7,490.92,No
Male,0,Yes,Yes,9,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),88.23,824.72,Yes
Female,0,Yes,Yes,68,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,87.57,6173.27,No
Female,1,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),70.78,2881.83,No
Male,0,Yes,No,24,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.13,2207.61,Yes
Male,1,No,No,34,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.29,1694.57,No
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,106.24,6588.08,Yes
Female,1,Yes,Yes,41,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,69.89,2841.64,Yes
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,59.44,283.59,Yes
Male,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.24,5071.13,Yes
Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,45.04,176.21,No
Male,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,18,876.61,No
Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),27.57,1364.91,No
Female,0,No,Yes,39,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,108.05,4395.72,Yes
Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),72.5,565.62,Yes
Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,70.1,3138.06,No
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,92.32,2701.43,Yes
Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,73.87,1988.01,Yes
Male,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,56.74,3532.69,No
Female,0,No,No,34,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,51.84,1771.71,No
Female,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,29.74,1767.95,No
Male,0,No,No,62,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,Two year,No,Electronic check,32.99,1962.56,No
Male,0,No,No,38,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,70.24,2762.93,Yes
Male,0,Yes,No,26,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.33,1535.55,No
Female,0,No,No,24,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.64,1945.51,Yes
Female,0,No,No,39,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),62.43,2436.94,No
Female,0,Yes,No,21,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),33.08,675.39,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.37,3407.45,Yes
Male,0,No,No,48,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.57,3241.36,No
Female,0,Yes,No,13,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.52,838.75,Yes
Female,1,Yes,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.72,209.64,Yes
Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Electronic check,120,3735.7,Yes
Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,29.24,1039.79,No
Female,0,Yes,No,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.28,658.43,No
Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),18,251.62,No
Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,67.78,3323.39,No
Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,18,1215.43,No
Female,0,No,No,45,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.73,3348.76,No
Male,1,No,No,19,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,63.31,1218.79,Yes
Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,47.78,3198.12,No
Female,1,No,No,66,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,79.16,5111.77,No
Male,0,No,No,66,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.9,5091.42,No
Male,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,113.15,5146.14,Yes
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.39,5724.11,No
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.11,4529.71,No
Female,0,Yes,No,3,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18,54.28,No
Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,92.89,3657.66,Yes
Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,93.13,3927.77,Yes
Male,1,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,104.71,4229.95,Yes
Male,0,No,No,50,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18,895.06,No
Female,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),71.15,2402.01,No
Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,84.76,2045.12,Yes
Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.05,1799.87,Yes
Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,83.06,3417.81,Yes
Female,0,No,No,66,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,66.82,4519.27,No
Female,1,No,Yes,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.45,1537.52,No
Female,0,Yes,No,23,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Electronic check,61.49,1392.76,Yes
Male,0,No,No,6,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,76.66,444.76,Yes
Female,0,Yes,No,66,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,88.49,5679.47,Yes
Male,0,Yes,Yes,21,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),18,359.34,No
Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),73.86,2629.95,Yes
Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,20.82,622.61,No
Female,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),72.98,499.05,Yes
Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,30.58,1554.59,No
Male,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),21.71,790.07,No
